 Format                 IAGA-2002                                    |
 Source of Data         WDC for Geomagnetism, Kyoto, Japan           |
 Station Name           Equatorial Dst index                         |
 IAGA CODE              Dst                                          |
 Geodetic Latitude                                                   |
 Geodetic Longitude                                                  |
 Elevation                                                           |
 Reported               Dst                                          |
 Sensor Orientation                                                  |
 Digital Sampling                                                    |
 Data Interval Type     1-hour                                       |
 Data Type              Quicklook                                    |
 # Converted to IAGA2002 format by the International Service of      |
 #  Geomagnetic indices (ISGI, http://isgi.unistra.fr)               |
 # The values in the raw of 00:00:00.000 are the mean values         |
 #  between 00:00UT and 01:00UT, etc.                                |
 # Missing values are indicated by value 9999                        |
 # Dst: Disturbed Storm Time, unit 1 nT                              |
 #                                                                   |
 # DOI citation:  http://dx.doi.org/10.17593/14515-74000             |
 #                                                                   |
 # For more information on Dst index, please visit                   |
 #  World Data Center for Geomagnetism (Kyoto) website :             |
 #  http://wdc.kugi.kyoto-u.ac.jp/                                   |
DATE       TIME         DOY    Dst                                   |
2017-09-15 12:00:00.000 258    -26
2017-09-15 13:00:00.000 258    -30
2017-09-15 14:00:00.000 258    -34
2017-09-15 15:00:00.000 258    -36
2017-09-15 16:00:00.000 258    -33
2017-09-15 17:00:00.000 258    -26
2017-09-15 18:00:00.000 258    -24
2017-09-15 19:00:00.000 258    -36
2017-09-15 20:00:00.000 258    -34
2017-09-15 21:00:00.000 258    -32
2017-09-15 22:00:00.000 258    -28
2017-09-15 23:00:00.000 258    -32
2017-09-16 00:00:00.000 259    -35
2017-09-16 01:00:00.000 259    -41
2017-09-16 02:00:00.000 259    -38
2017-09-16 03:00:00.000 259    -40
2017-09-16 04:00:00.000 259    -47
2017-09-16 05:00:00.000 259    -50
2017-09-16 06:00:00.000 259    -47
2017-09-16 07:00:00.000 259    -42
2017-09-16 08:00:00.000 259    -36
2017-09-16 09:00:00.000 259    -37
2017-09-16 10:00:00.000 259    -31
2017-09-16 11:00:00.000 259    -30
2017-09-16 12:00:00.000 259    -27
2017-09-16 13:00:00.000 259    -31
2017-09-16 14:00:00.000 259    -33
2017-09-16 15:00:00.000 259    -35
2017-09-16 16:00:00.000 259    -38
2017-09-16 17:00:00.000 259    -39
2017-09-16 18:00:00.000 259    -37
2017-09-16 19:00:00.000 259    -36
2017-09-16 20:00:00.000 259    -33
2017-09-16 21:00:00.000 259    -27
2017-09-16 22:00:00.000 259    -27
2017-09-16 23:00:00.000 259    -28
2017-09-17 00:00:00.000 260    -25
2017-09-17 01:00:00.000 260    -27
2017-09-17 02:00:00.000 260    -28
2017-09-17 03:00:00.000 260    -28
2017-09-17 04:00:00.000 260    -27
2017-09-17 05:00:00.000 260    -27
2017-09-17 06:00:00.000 260    -29
2017-09-17 07:00:00.000 260    -20
2017-09-17 08:00:00.000 260    -17
2017-09-17 09:00:00.000 260    -15
2017-09-17 10:00:00.000 260    -12
2017-09-17 11:00:00.000 260    -15
2017-09-17 12:00:00.000 260    -17
2017-09-17 13:00:00.000 260    -27
2017-09-17 14:00:00.000 260    -30
2017-09-17 15:00:00.000 260    -30
2017-09-17 16:00:00.000 260    -38
2017-09-17 17:00:00.000 260    -39
2017-09-17 18:00:00.000 260    -34
2017-09-17 19:00:00.000 260    -30
2017-09-17 20:00:00.000 260    -29
2017-09-17 21:00:00.000 260    -26
2017-09-17 22:00:00.000 260    -23
2017-09-17 23:00:00.000 260    -19
2017-09-18 00:00:00.000 261    -19
2017-09-18 01:00:00.000 261    -21
2017-09-18 02:00:00.000 261    -24
2017-09-18 03:00:00.000 261    -27
2017-09-18 04:00:00.000 261    -29
2017-09-18 05:00:00.000 261    -28
2017-09-18 06:00:00.000 261    -29
2017-09-18 07:00:00.000 261    -37
2017-09-18 08:00:00.000 261    -43
2017-09-18 09:00:00.000 261    -29
2017-09-18 10:00:00.000 261    -27
2017-09-18 11:00:00.000 261    -33
2017-09-18 12:00:00.000 261    -37
2017-09-18 13:00:00.000 261    -35
2017-09-18 14:00:00.000 261    -31
2017-09-18 15:00:00.000 261    -27
2017-09-18 16:00:00.000 261    -23
2017-09-18 17:00:00.000 261    -26
2017-09-18 18:00:00.000 261    -31
2017-09-18 19:00:00.000 261    -26
2017-09-18 20:00:00.000 261    -25
2017-09-18 21:00:00.000 261    -26
2017-09-18 22:00:00.000 261    -21
2017-09-18 23:00:00.000 261    -22
2017-09-19 00:00:00.000 262    -17
2017-09-19 01:00:00.000 262    -16
2017-09-19 02:00:00.000 262    -14
2017-09-19 03:00:00.000 262    -12
2017-09-19 04:00:00.000 262    -14
2017-09-19 05:00:00.000 262    -17
2017-09-19 06:00:00.000 262    -18
2017-09-19 07:00:00.000 262    -19
2017-09-19 08:00:00.000 262    -15
2017-09-19 09:00:00.000 262    -14
2017-09-19 10:00:00.000 262    -16
2017-09-19 11:00:00.000 262    -21
2017-09-19 12:00:00.000 262    -21
2017-09-19 13:00:00.000 262    -19
2017-09-19 14:00:00.000 262    -15
2017-09-19 15:00:00.000 262    -13
2017-09-19 16:00:00.000 262    -16
2017-09-19 17:00:00.000 262    -20
2017-09-19 18:00:00.000 262    -20
2017-09-19 19:00:00.000 262    -23
2017-09-19 20:00:00.000 262    -26
2017-09-19 21:00:00.000 262    -29
2017-09-19 22:00:00.000 262    -32
2017-09-19 23:00:00.000 262    -31
2017-09-20 00:00:00.000 263    -26
2017-09-20 01:00:00.000 263    -30
2017-09-20 02:00:00.000 263    -32
2017-09-20 03:00:00.000 263    -29
2017-09-20 04:00:00.000 263    -28
2017-09-20 05:00:00.000 263    -27
2017-09-20 06:00:00.000 263    -28
2017-09-20 07:00:00.000 263    -28
2017-09-20 08:00:00.000 263    -26
2017-09-20 09:00:00.000 263    -23
2017-09-20 10:00:00.000 263    -20
2017-09-20 11:00:00.000 263    -25
2017-09-20 12:00:00.000 263    -25
2017-09-20 13:00:00.000 263    -23
2017-09-20 14:00:00.000 263    -20
2017-09-20 15:00:00.000 263    -15
2017-09-20 16:00:00.000 263    -17
2017-09-20 17:00:00.000 263    -16
2017-09-20 18:00:00.000 263    -17
2017-09-20 19:00:00.000 263    -17
2017-09-20 20:00:00.000 263    -15
2017-09-20 21:00:00.000 263    -11
2017-09-20 22:00:00.000 263     -8
2017-09-20 23:00:00.000 263     -8
2017-09-21 00:00:00.000 264     -9
2017-09-21 01:00:00.000 264    -12
2017-09-21 02:00:00.000 264    -13
2017-09-21 03:00:00.000 264    -16
2017-09-21 04:00:00.000 264    -16
2017-09-21 05:00:00.000 264    -20
2017-09-21 06:00:00.000 264    -22
2017-09-21 07:00:00.000 264    -22
2017-09-21 08:00:00.000 264    -22
2017-09-21 09:00:00.000 264    -22
2017-09-21 10:00:00.000 264    -20
2017-09-21 11:00:00.000 264    -20
